Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2017-137T16:29:32.8020Z [May 17] ( 22.537,  88.142)         82            46       3       7     2123
2017-137T16:29:32.8432Z [May 17] ( 22.519,  87.721)       1551           721      17      90     2123
2017-137T16:29:33.3733Z [May 17] ( 22.463,  88.221)        500           318      10      28     2123
2017-137T16:29:33.3914Z [May 17] ( 22.379,  88.126)        129            42       2       8     2123
2017-137T16:29:35.6893Z [May 17] ( 22.597,  88.154)         24             0       1       2     2123
2017-137T16:29:35.9345Z [May 17] ( 22.320,  87.768)        268           143       3      23     2123
2017-137T16:29:36.0778Z [May 17] ( 22.408,  88.167)         23             0       1       2     2123
2017-137T16:29:36.7983Z [May 17] ( 22.622,  87.633)       2097           435      25     124     2123
2017-137T16:29:36.8681Z [May 17] ( 22.372,  88.031)        378           240       6      36     2123
2017-137T16:29:37.1280Z [May 17] ( 22.527,  87.789)        193            35       3      13     2123
2017-137T16:29:37.4607Z [May 17] ( 22.707,  88.052)        382           460      13      35     2123
2017-137T16:29:37.4697Z [May 17] ( 22.514,  88.096)        139            80       3      10     2123
2017-137T16:29:37.7436Z [May 17] ( 22.430,  87.736)        286           170       6      24     2123
2017-137T16:29:38.7446Z [May 17] ( 22.512,  88.172)        315           311       7      17     2123
2017-137T16:29:39.5360Z [May 17] ( 22.385,  87.847)        638           417       7      49     2123
2017-137T16:29:40.7676Z [May 17] ( 22.367,  88.174)        104            20       2       9     2123
2017-137T16:29:40.9233Z [May 17] ( 22.339,  88.054)       1390           356      16      85     2123
2017-137T16:29:41.4741Z [May 17] ( 22.494,  88.235)        164           177       5      11     2123
2017-137T16:29:41.5887Z [May 17] ( 22.485,  88.158)         68           162       3       6     2123
2017-137T16:29:42.4168Z [May 17] ( 22.468,  88.193)        554           406      11      31     2123
2017-137T16:29:44.0122Z [May 17] ( 22.435,  88.189)        188           132       6      15     2123
2017-137T16:29:44.2127Z [May 17] ( 22.501,  88.292)         51           204       2       5     2123
2017-137T16:29:44.3002Z [May 17] ( 22.838,  90.638)         60             2       2       4     2123
2017-137T16:29:45.1167Z [May 17] ( 23.107,  90.633)         66            64       2       5     2123
2017-137T16:29:45.3585Z [May 17] ( 23.092,  90.739)         97             0       1       5     2123
2017-137T16:29:45.7351Z [May 17] ( 22.512,  88.157)         56            25       2       4     2123
2017-137T16:29:46.5026Z [May 17] ( 22.586,  87.775)       2661          1022      31     143     2123
2017-137T16:29:46.5172Z [May 17] ( 22.429,  88.161)        100           270       4       9     2123
2017-137T16:29:47.4281Z [May 17] ( 22.536,  88.242)        125           171       6      10     2123
2017-137T16:29:47.4533Z [May 17] ( 23.479,  90.891)         63           268       5       6     2123
2017-137T16:29:47.8131Z [May 17] ( 22.417,  87.890)        432           196       5      26     2123
2017-137T16:29:48.4955Z [May 17] ( 22.347,  87.808)        264             0       1      21     2123
2017-137T16:29:48.6633Z [May 17] ( 22.320,  88.007)        447             0       1      29     2123
2017-137T16:29:48.7819Z [May 17] ( 22.461,  88.191)        430           194       4      20     2123
2017-137T16:29:48.9643Z [May 17] ( 23.628,  90.781)       1111          1002      26      84     2123
2017-137T16:29:50.2050Z [May 17] ( 22.571,  88.157)       1308           696      23      79     2123
2017-137T16:29:50.2663Z [May 17] ( 23.644,  90.924)         83           162       4       8     2123
2017-137T16:29:50.3196Z [May 17] ( 22.352,  88.056)        533           207       5      35     2123
2017-137T16:29:50.7311Z [May 17] ( 22.433,  87.807)        962           592      11      72     2123
2017-137T16:29:50.7437Z [May 17] ( 22.750,  87.835)       6707           553      39     286     2123
2017-137T16:29:50.8799Z [May 17] ( 22.372,  87.870)       1743           795      22     128     2123
2017-137T16:29:50.8980Z [May 17] ( 22.409,  89.289)       1089           715      24      84     2123
2017-137T16:29:51.2758Z [May 17] ( 23.383,  90.640)         11             0       1       1     2123
2017-137T16:29:51.3080Z [May 17] ( 22.452,  88.265)        784           340      10      38     2123
2017-137T16:29:51.9722Z [May 17] ( 22.485,  88.146)         41           175       4       4     2123
2017-137T16:29:52.4109Z [May 17] ( 22.352,  88.153)         11             0       1       1     2123
2017-137T16:29:53.2938Z [May 17] ( 22.484,  87.627)       1587           479      20      86     2123
2017-137T16:29:54.1225Z [May 17] ( 22.384,  88.154)        103           204       2       9     2123
2017-137T16:29:54.5596Z [May 17] ( 23.438,  90.937)        145           123       4      10     2123
2017-137T16:29:54.7405Z [May 17] ( 22.425,  88.222)        275           202       4      15     2123
2017-137T16:29:55.1325Z [May 17] ( 22.432,  87.683)        366           171       9      30     2123
2017-137T16:29:55.4601Z [May 17] ( 23.038,  90.781)         57             0       1       5     2123
2017-137T16:29:55.5495Z [May 17] ( 23.619,  90.904)        281           178       5      18     2123
2017-137T16:29:56.0189Z [May 17] ( 22.577,  88.256)        465           535      12      31     2123
2017-137T16:29:56.2531Z [May 17] ( 22.284,  87.888)        220            46       4      18     2123
2017-137T16:29:57.6048Z [May 17] ( 22.541,  88.139)         68            71       2       6     2123
2017-137T16:29:58.4751Z [May 17] ( 22.926,  90.591)        117           102       5      11     2123
2017-137T16:29:58.8279Z [May 17] ( 22.315,  89.456)         58             0       1       5     2123
2017-137T16:29:58.8279Z [May 17] ( 23.379,  90.894)        350           456      10      23     2123
2017-137T16:29:59.0249Z [May 17] ( 22.612,  87.856)        232           223       9      21     2123
2017-137T16:29:59.1178Z [May 17] ( 22.408,  88.133)         32             0       1       3     2123
2017-137T16:29:59.1520Z [May 17] ( 22.350,  88.086)        464            42       7      28     2123
2017-137T16:29:59.4348Z [May 17] ( 22.494,  88.171)         78           111       4       7     2123
2017-137T16:29:59.4650Z [May 17] ( 22.410,  88.117)         11             0       1       1     2123
2017-137T16:30:00.2816Z [May 17] ( 23.797,  90.813)         82           215       3       7     2123
2017-137T16:30:00.7705Z [May 17] ( 22.476,  87.510)        151            12       3      12     2123
2017-137T16:30:01.4273Z [May 17] ( 23.623,  90.951)        485           528      13      29     2123
2017-137T16:30:01.4579Z [May 17] ( 22.439,  88.267)        262           433      10      20     2123
2017-137T16:30:02.0991Z [May 17] ( 23.500,  90.998)        146           150       4      13     2123
2017-137T16:30:02.5106Z [May 17] ( 22.371,  87.861)        961           501      17      77     2123
2017-137T16:30:02.8634Z [May 17] ( 22.552,  88.204)        126           350       6      11     2123
2017-137T16:30:03.1478Z [May 17] ( 23.677,  90.886)         95            87       4       8     2123
2017-137T16:30:03.4498Z [May 17] ( 22.368,  88.074)         71            12       2       6     2123
2017-137T16:30:03.5894Z [May 17] ( 23.686,  90.893)       1276           338      15      69     2123
2017-137T16:30:03.8779Z [May 17] ( 22.530,  87.904)        184           119       4      13     2123
2017-137T16:30:05.5382Z [May 17] ( 22.362,  88.079)         33             0       1       3     2123
2017-137T16:30:05.5418Z [May 17] ( 22.418,  88.198)        311           264      10      25     2123
2017-137T16:30:05.6830Z [May 17] ( 22.526,  88.184)        568           519      18      44     2123
2017-137T16:30:06.5543Z [May 17] ( 23.315,  90.852)        918           476      19      62     2123
2017-137T16:30:06.7296Z [May 17] ( 23.642,  90.925)        436           442      10      25     2123
2017-137T16:30:07.1684Z [May 17] ( 23.715,  90.798)        626           530      11      40     2123
2017-137T16:30:07.5638Z [May 17] ( 22.351,  88.084)        531           599       8      33     2123
2017-137T16:30:08.0995Z [May 17] ( 22.589,  87.752)       1989           646      26      93     2123
2017-137T16:30:08.7174Z [May 17] ( 22.665,  88.110)       4344           766      39     223     2123
2017-137T16:30:09.5084Z [May 17] ( 22.380,  88.173)        172            86       4      13     2123
2017-137T16:30:09.5426Z [May 17] ( 23.807,  90.870)       1949           594      23      98     2123
2017-137T16:30:09.6501Z [May 17] ( 22.494,  88.148)        213           215       3      12     2123
2017-137T16:30:10.0903Z [May 17] ( 22.326,  87.848)        226           388       7      17     2123
2017-137T16:30:11.2024Z [May 17] ( 22.426,  88.201)        791           792      22      55     2123
2017-137T16:30:11.2647Z [May 17] ( 22.472,  88.305)         23             0       1       2     2123
2017-137T16:30:12.0556Z [May 17] ( 23.614,  90.949)         81           109       3       7     2123
2017-137T16:30:12.5843Z [May 17] ( 22.331,  88.039)        722           122       6      51     2123
2017-137T16:30:12.9893Z [May 17] ( 22.536,  88.111)         65             0       1       4     2123
2017-137T16:30:12.9928Z [May 17] ( 22.515,  88.176)         13             0       1       1     2123
2017-137T16:30:14.0274Z [May 17] ( 22.383,  87.879)        457            98       4      34     2123
2017-137T16:30:14.0470Z [May 17] ( 22.450,  88.182)        716           700      23      52     2123
2017-137T16:30:14.4625Z [May 17] ( 22.376,  87.906)        617           107       3      35     2123
2017-137T16:30:14.6811Z [May 17] ( 22.349,  88.092)        146           204       3      11     2123
2017-137T16:30:15.0108Z [May 17] ( 23.033,  90.774)         66           175       3       6     2123
2017-137T16:30:15.4670Z [May 17] ( 22.678,  88.288)      16543           915      70     653     2123
2017-137T16:30:15.5886Z [May 17] ( 22.581,  87.881)       1593           469      14      62     2123
2017-137T16:30:15.9951Z [May 17] ( 22.385,  88.168)        535           250       9      36     2123
2017-137T16:30:16.2620Z [May 17] ( 22.423,  88.274)        221           386      10      18     2123
2017-137T16:30:16.3363Z [May 17] ( 22.812,  88.363)       7305           102      31     399     2123
2017-137T16:30:16.3906Z [May 17] ( 22.955,  88.342)        208            19       5      18     2123
2017-137T16:30:16.4429Z [May 17] ( 23.036,  88.318)        223            39       6      22     2123
2017-137T16:30:16.5876Z [May 17] ( 22.495,  88.143)         43            30       2       4     2123
2017-137T16:30:16.8509Z [May 17] ( 22.298,  87.911)        219           157       2      12     2123
2017-137T16:30:17.1645Z [May 17] ( 23.560,  90.996)        358           255      10      24     2123
2017-137T16:30:17.5579Z [May 17] ( 22.385,  88.222)         76           569       6       7     2123
2017-137T16:30:17.6192Z [May 17] ( 23.647,  90.935)        132            60       4      10     2123
2017-137T16:30:18.8278Z [May 17] ( 23.486,  90.857)       1146           512      19      69     2123
2017-137T16:30:19.1373Z [May 17] ( 23.779,  90.781)        120           121       6      11     2123
2017-137T16:30:19.3469Z [May 17] ( 22.397,  88.115)         57             0       1       4     2123
2017-137T16:30:19.4740Z [May 17] ( 22.474,  88.122)         85            73       3       6     2123
2017-137T16:30:20.3176Z [May 17] ( 23.908,  90.911)       2863           467      22     134     2123
2017-137T16:30:20.4855Z [May 17] ( 23.947,  90.821)        940           106      14      61     2123
2017-137T16:30:20.6292Z [May 17] ( 23.567,  90.912)        330           187       8      23     2123
2017-137T16:30:21.4543Z [May 17] ( 22.311,  87.876)        489           191       4      36     2123
2017-137T16:30:21.4814Z [May 17] ( 22.494,  88.172)         24            35       2       2     2123
2017-137T16:30:21.9895Z [May 17] ( 22.311,  88.106)       1365           256      10      82     2123
2017-137T16:30:22.5713Z [May 17] ( 22.281,  89.352)       6551           410      54     271     2123
2017-137T16:30:22.7844Z [May 17] ( 23.416,  90.948)        320            32       4      20     2123
2017-137T16:30:22.8291Z [May 17] ( 22.399,  87.696)       1333           804      24      88     2123
2017-137T16:30:23.0241Z [May 17] ( 22.404,  88.215)        407           634      11      28     2123
2017-137T16:30:23.5920Z [May 17] ( 22.502,  88.139)         21             1       2       2     2123
2017-137T16:30:23.6653Z [May 17] ( 23.625,  90.955)         82           166       5       7     2123
