Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2018-227T12:29:00.0396Z [Aug 15] ( 26.036,  91.414)        494           352      10      38     9194
2018-227T12:29:00.2039Z [Aug 15] ( 24.784,  92.165)        485            98       3      20     9194
2018-227T12:29:01.5793Z [Aug 15] ( 24.952,  92.209)        208           329       7      16     9194
2018-227T12:29:02.9420Z [Aug 15] ( 24.883,  92.205)         75            58       2       6     9194
2018-227T12:29:05.8298Z [Aug 15] ( 24.534,  91.365)        244            28       5      17     9194
2018-227T12:29:06.8876Z [Aug 15] ( 24.826,  92.268)        967           354      14      45     9194
2018-227T12:29:09.9190Z [Aug 15] ( 24.889,  92.200)        504           481       7      28     9194
2018-227T12:29:11.0165Z [Aug 15] ( 23.505,  91.512)       2138           367      16     106     9194
2018-227T12:29:12.8355Z [Aug 15] ( 24.417,  91.565)        923           186      15      54     9194
2018-227T12:29:12.9858Z [Aug 15] ( 24.756,  92.066)        423           497       9      28     9194
2018-227T12:29:15.2721Z [Aug 15] ( 24.970,  92.167)         47           195       4       4     9194
2018-227T12:29:18.0749Z [Aug 15] ( 24.915,  92.173)        247           120       7      23     9194
2018-227T12:29:26.4640Z [Aug 15] ( 24.974,  92.149)        120            34       3       8     9194
2018-228T11:36:54.9913Z [Aug 16] ( 25.760,  92.145)       1292           105       5      64     9209
2018-230T11:28:29.0123Z [Aug 18] ( 26.005,  87.985)         89            89       3       7     9240
2018-230T11:28:48.9427Z [Aug 18] ( 25.959,  88.206)        404           270       9      30     9240
2018-230T11:29:25.1495Z [Aug 18] ( 21.513,  92.880)        751           506      12      37     9240
2018-230T11:29:47.5940Z [Aug 18] ( 21.421,  93.112)        432           345       4      36     9240
2018-230T11:29:47.7010Z [Aug 18] ( 21.405,  93.160)        637           279       3      36     9240
2018-231T10:36:30.9675Z [Aug 19] ( 26.125,  93.377)         84            39       2       6     9255
2018-231T10:36:31.9288Z [Aug 19] ( 25.766,  92.817)       2723           476      26     140     9255
2018-231T10:36:38.4050Z [Aug 19] ( 26.138,  93.359)        228           206       6      15     9255
2018-231T10:36:42.6199Z [Aug 19] ( 26.195,  93.383)        304           375       9      25     9255
2018-231T10:36:46.0927Z [Aug 19] ( 26.127,  93.382)        101           157       4       8     9255
2018-231T10:36:46.8093Z [Aug 19] ( 26.085,  93.316)        231           247       8      17     9255
2018-231T10:36:56.7425Z [Aug 19] ( 26.220,  93.351)        225            78       5      14     9255
2018-231T10:36:57.2797Z [Aug 19] ( 26.126,  93.356)       1972           341      17      96     9255
2018-231T10:37:01.1665Z [Aug 19] ( 25.773,  92.797)        834           350      10      41     9255
2018-231T10:37:13.1184Z [Aug 19] ( 26.153,  93.344)        216           173       6      14     9255
2018-231T10:37:16.9534Z [Aug 19] ( 26.221,  93.366)        119           159       3       8     9255
2018-231T10:37:18.8800Z [Aug 19] ( 26.158,  93.339)        400           368      12      26     9255
2018-231T10:37:23.5441Z [Aug 19] ( 26.199,  93.437)       1498           160       6      70     9255
2018-231T10:37:25.5381Z [Aug 19] ( 26.088,  93.343)        267           387       8      18     9255
2018-231T10:37:27.4455Z [Aug 19] ( 26.134,  93.288)        320           467       7      21     9255
2018-231T10:37:32.8901Z [Aug 19] ( 26.170,  93.340)        144            44       2       8     9255
2018-231T10:37:36.5301Z [Aug 19] ( 26.133,  93.362)        532           169      10      28     9255
2018-231T10:37:44.8133Z [Aug 19] ( 26.150,  93.363)        110            58       3       8     9255
2018-231T10:37:50.0970Z [Aug 19] ( 26.140,  93.356)         90            35       2       7     9255
2018-231T10:37:52.7377Z [Aug 19] ( 26.178,  93.307)        115           148       2       7     9255
2018-231T10:37:56.3525Z [Aug 19] ( 26.161,  93.360)         24             0       1       2     9255
2018-231T10:37:59.4836Z [Aug 19] ( 26.177,  93.303)        114           116       4       8     9255
2018-232T01:34:06.9880Z [Aug 20] ( 25.255,  89.453)        886           445      11      54     9265
2018-232T01:34:07.0097Z [Aug 20] ( 25.228,  89.407)        277            12       4      18     9265
2018-232T01:34:36.1956Z [Aug 20] ( 26.481,  93.116)        629            48       2      26     9265
2018-232T01:34:47.2953Z [Aug 20] ( 26.884,  92.926)        239           206       5      17     9265
2018-232T01:35:09.7990Z [Aug 20] ( 26.895,  92.893)        871           369      15      57     9265
2018-232T01:35:23.6199Z [Aug 20] ( 26.805,  93.025)        682           385      14      45     9265
2018-232T01:35:24.2359Z [Aug 20] ( 26.774,  93.114)        197           329       6      15     9265
2018-232T01:35:25.0992Z [Aug 20] ( 26.726,  93.120)        516             1       2      35     9265
2018-232T01:35:44.5211Z [Aug 20] ( 26.686,  93.047)        420           182       7      25     9265
2018-232T01:35:44.9723Z [Aug 20] ( 26.658,  92.945)         66             0       1       3     9265
2018-233T00:41:26.1241Z [Aug 21] ( 22.885,  91.238)        401           453      14      23     9280
2018-233T00:42:48.4083Z [Aug 21] ( 22.875,  91.151)       2106           263      28      95     9280
2018-234T09:36:56.2646Z [Aug 22] ( 25.959,  88.726)       1596           320      10      63     9301
2018-235T00:34:38.2940Z [Aug 23] ( 26.427,  87.929)        296           245       7      23     9311
2018-235T00:34:38.3196Z [Aug 23] ( 26.432,  87.986)        362           153      10      29     9311
2018-235T00:35:30.8314Z [Aug 23] ( 25.964,  88.440)        277            53       8      19     9311
2018-235T08:46:14.7877Z [Aug 23] ( 25.969,  93.440)        133             0       1       8     9316
2018-235T23:41:02.2487Z [Aug 23] ( 20.084,  87.563)       1514           107       4      90     9326
2018-235T23:41:28.8799Z [Aug 23] ( 20.227,  87.850)       1147           204      15      60     9326
2018-235T23:42:06.2686Z [Aug 23] ( 20.061,  87.522)        805           513       7      55     9326
2018-235T23:42:22.6862Z [Aug 23] ( 20.194,  87.837)        238           120      13      18     9326
2018-235T23:43:20.8409Z [Aug 23] ( 26.298,  92.969)       1162            10       2      54     9326
2018-235T23:43:20.9052Z [Aug 23] ( 26.273,  93.046)        744           105       4      45     9326
2018-236T09:29:28.8734Z [Aug 24] ( 22.870,  88.173)         93            36       3       8     9332
2018-236T09:29:40.2070Z [Aug 24] ( 22.929,  88.171)        378           336       4      25     9332
2018-236T09:29:48.2180Z [Aug 24] ( 22.769,  88.019)        337           141       5      22     9332
2018-236T09:30:06.1651Z [Aug 24] ( 22.872,  88.119)        562           358      12      26     9332
2018-236T09:30:26.3368Z [Aug 24] ( 22.747,  88.020)        955           225       6      61     9332
2018-236T09:30:39.8423Z [Aug 24] ( 22.967,  88.197)       4778           211      13     153     9332
2018-236T09:30:42.4277Z [Aug 24] ( 22.834,  87.977)        396             5       2      20     9332
2018-236T09:30:57.9799Z [Aug 24] ( 22.952,  88.097)        312           186      10      18     9332
2018-237T08:36:52.1282Z [Aug 25] ( 24.760,  87.592)        177           395       7      14     9347
2018-237T08:37:14.5040Z [Aug 25] ( 24.901,  87.588)       1666           483       8      83     9347
2018-237T08:37:18.9700Z [Aug 25] ( 24.033,  88.755)        554           102       5      34     9347
2018-237T08:37:33.9494Z [Aug 25] ( 23.058,  88.347)         81           160       4       6     9347
2018-237T08:37:35.1335Z [Aug 25] ( 23.243,  88.191)        433            62       6      30     9347
2018-237T08:37:54.7044Z [Aug 25] ( 24.527,  89.543)       1058           500      15      57     9347
2018-237T08:37:59.1745Z [Aug 25] ( 23.986,  88.688)         83             0       1       5     9347
2018-237T08:38:07.4298Z [Aug 25] ( 24.439,  91.521)        395           189       5      23     9347
2018-237T08:38:16.0934Z [Aug 25] ( 24.865,  87.639)        996           208       5      66     9347
2018-237T08:38:24.7752Z [Aug 25] ( 24.524,  91.435)        735           268       8      54     9347
2018-237T08:38:27.5706Z [Aug 25] ( 22.177,  88.379)       1052             1       2      33     9347
2018-237T08:38:28.1937Z [Aug 25] ( 24.478,  89.641)       2251           239       7     112     9347
2018-237T08:38:47.5452Z [Aug 25] ( 22.659,  92.939)        851           134      11      41     9347
2018-237T08:38:48.7270Z [Aug 25] ( 22.232,  88.374)       2119             0       1      62     9347
2018-237T08:38:48.8114Z [Aug 25] ( 22.227,  88.318)       1253           139       4      62     9347
2018-237T08:38:54.4258Z [Aug 25] ( 22.993,  88.380)        321            50       4      10     9347
2018-237T08:39:21.1128Z [Aug 25] ( 22.649,  92.927)        252            94       8      16     9347
2018-237T23:34:51.1208Z [Aug 25] ( 25.842,  88.861)        206             1       2      13     9357
2018-237T23:35:12.8193Z [Aug 25] ( 25.882,  88.806)        107           209       3       9     9357
2018-238T07:45:27.3454Z [Aug 26] ( 26.985,  92.494)        256           327      10      18     9362
2018-238T07:46:11.1424Z [Aug 26] ( 26.388,  92.254)       2551             0       2      53     9362
2018-240T07:38:13.9617Z [Aug 28] ( 22.879,  89.167)       1306           177      14      52     9392
2018-240T07:38:21.0302Z [Aug 28] ( 22.773,  89.906)        480           215      11      23     9392
2018-240T07:38:21.7518Z [Aug 28] ( 23.328,  88.940)        719           332       7      38     9392
2018-240T07:38:22.1225Z [Aug 28] ( 26.797,  88.986)        243           340       5      11     9392
2018-240T07:39:16.2049Z [Aug 28] ( 23.376,  88.888)       1133           254       5      63     9392
2018-240T07:39:42.1666Z [Aug 28] ( 20.468,  92.099)        637            30       7      37     9392
2018-241T21:43:19.9757Z [Aug 29] ( 26.251,  88.678)        616           373      11      46     9417
2018-241T21:43:22.0486Z [Aug 29] ( 21.740,  88.003)       3805           415      11     182     9417
2018-241T21:43:22.0757Z [Aug 29] ( 21.680,  88.028)       2166             0       1      87     9417
2018-241T21:43:30.1924Z [Aug 29] ( 21.276,  89.593)       2989           330      32     130     9417
2018-242T20:50:25.8706Z [Aug 30] ( 20.120,  90.329)        368           191       9      25     9432
2018-242T20:50:38.9475Z [Aug 30] ( 20.109,  90.318)        788           388      13      44     9432
2018-242T20:50:57.2590Z [Aug 30] ( 20.076,  90.301)        848           525      15      49     9432
2018-242T20:51:27.6655Z [Aug 30] ( 24.500,  92.908)        465           678      13      32     9432
2018-242T20:51:27.9037Z [Aug 30] ( 24.581,  92.934)        175           311       8      17     9432
2018-242T20:51:32.1669Z [Aug 30] ( 20.044,  90.289)        521           281      12      30     9432
2018-242T20:51:53.0225Z [Aug 30] ( 24.332,  93.018)      12250          1070      52     601     9432
2018-242T20:51:54.1952Z [Aug 30] ( 24.513,  93.026)        136           569       5      11     9432
2018-242T20:51:54.4761Z [Aug 30] ( 24.324,  92.989)       1473             2       2      82     9432
2018-242T20:51:54.5977Z [Aug 30] ( 24.281,  92.917)        230             0       1      21     9432
2018-242T20:51:54.7646Z [Aug 30] ( 24.421,  93.073)         93             0       1       7     9432
2018-242T20:52:04.7658Z [Aug 30] ( 24.445,  92.949)       5755           846      53     255     9432
2018-242T20:52:05.6160Z [Aug 30] ( 24.473,  92.840)        630            82       6      33     9432
2018-242T20:52:35.5240Z [Aug 30] ( 24.395,  93.022)        155           435       8      15     9432
2018-242T20:52:36.0361Z [Aug 30] ( 24.411,  92.927)       3140           548      39     156     9432
2018-243T06:38:24.5906Z [Aug 31] ( 23.119,  88.285)        120           315       3       7     9438
2018-243T06:38:26.5369Z [Aug 31] ( 22.998,  88.211)        268           470      10      16     9438
2018-243T06:38:27.0273Z [Aug 31] ( 23.077,  88.294)        235           404       7      15     9438
2018-243T06:38:31.4991Z [Aug 31] ( 23.081,  88.249)        149           232       4       9     9438
2018-243T06:38:32.2508Z [Aug 31] ( 23.026,  88.174)        272           372       5      13     9438
2018-243T06:38:34.1307Z [Aug 31] ( 23.065,  88.307)        871           966      23      48     9438
2018-243T06:38:37.0546Z [Aug 31] ( 23.001,  88.194)         35             1       2       2     9438
2018-243T06:38:38.3451Z [Aug 31] ( 22.790,  89.395)        168           107       2      13     9438
2018-243T06:38:38.7124Z [Aug 31] ( 23.071,  88.300)         17             0       1       1     9438
2018-243T06:38:38.8647Z [Aug 31] ( 23.106,  88.225)        112           205       5       8     9438
2018-243T06:38:41.8098Z [Aug 31] ( 23.027,  88.218)        767           417       8      30     9438
2018-243T06:38:44.2021Z [Aug 31] ( 22.957,  88.357)        341           171       3      23     9438
2018-243T06:38:44.2519Z [Aug 31] ( 23.095,  88.275)        118             1       2       7     9438
2018-243T06:38:44.7122Z [Aug 31] ( 23.134,  88.196)        266           406       9      15     9438
2018-243T06:38:46.6172Z [Aug 31] ( 23.010,  88.268)       2903           750      24      99     9438
2018-243T06:38:48.3593Z [Aug 31] ( 23.119,  88.314)         83           136       3       6     9438
2018-243T06:38:50.4467Z [Aug 31] ( 23.103,  88.211)        579           736      17      36     9438
2018-243T06:38:53.6516Z [Aug 31] ( 23.049,  88.223)        221           546       6      11     9438
2018-243T06:38:54.4234Z [Aug 31] ( 23.127,  88.279)         11             0       1       1     9438
2018-243T06:38:56.2229Z [Aug 31] ( 23.696,  87.559)        890           229       6      41     9438
2018-243T06:38:56.7169Z [Aug 31] ( 24.495,  87.876)         71            48       3       4     9438
2018-243T06:38:59.2022Z [Aug 31] ( 23.049,  88.327)        752           261       8      44     9438
